number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:53:04,[],[]
2,13,08:15:00,08:17:00,['21'],[]
3,11,08:28:41,08:42:00,['17'],[]
4,4,08:52:48,08:54:48,['33'],"['17', '21']"
5,10,09:00:43,09:02:43,['16'],['33']
6,4,09:08:38,09:11:09,"['20', '15']",['16']
7,11,09:21:57,09:23:57,['19'],[]
8,12,09:28:55,09:43:55,[],"['19', '20', '15']"
9,9,09:49:45,09:57:00,['18'],[]
10,13,10:09:00,10:14:51,['27'],[]
11,14,10:18:33,10:20:33,[],['18']
12,0,10:28:29,10:30:29,[],['27']
13,14,10:38:25,10:40:25,['22'],[]
14,11,10:51:30,10:53:30,['6'],[]
15,4,11:04:18,11:06:18,[],['6']
16,10,11:12:13,11:14:13,[],['22']
17,8,11:24:32,19:00:00,[],[]
