number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,08:18:00,[],[]
2,8,08:18:00,08:20:00,['22'],[]
3,4,08:32:55,08:35:00,['8'],['22']
4,10,08:40:54,08:42:54,['9'],['8']
5,13,08:59:55,09:10:00,['45'],['9']
6,14,09:13:41,09:20:00,['36'],[]
7,0,09:27:56,09:30:46,"['46', '3', '27']","['36', '45']"
8,14,09:38:42,09:40:43,[],"['46', '3']"
9,12,09:47:26,10:05:00,['7'],['27']
10,14,10:11:43,10:13:43,['30'],['7']
11,0,10:21:39,10:23:39,"['40', '25']",['30']
12,14,10:31:35,10:35:00,['5'],[]
13,12,10:41:43,10:43:43,[],['25']
14,11,10:48:41,10:50:41,[],['40']
15,4,11:01:29,11:03:29,['18'],['5']
16,0,11:29:28,12:03:36,"['1', '20', '49', '41']",['18']
17,12,12:17:26,12:19:27,[],"['20', '41']"
18,11,12:24:25,12:26:25,[],['49']
19,9,12:30:13,12:32:14,[],['1']
20,8,12:42:59,12:45:00,['15'],[]
21,10,12:55:19,12:57:19,['38'],[]
22,12,13:07:38,13:25:00,['44'],"['38', '15']"
23,0,13:38:50,13:40:50,['6'],['44']
24,14,13:48:46,13:50:47,[],['6']
25,11,14:01:51,14:03:51,['24'],[]
26,8,14:17:34,14:19:35,[],['24']
27,16,14:19:35,19:00:00,[],[]
