user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,[14],"[18, 20]",2.0,5.03,7.03,1
1,-,-,-,-,16.88,2
2,"[24, 18]","[19, 4, 0]",10.7,21.35,19.35,1
3,[28],"[3, 1]",2.0,6.92,8.92,1
4,"[14, 18]","[14, 4, 5]",12.6,15.67,17.62,2
5,"[19, 28, 14]","[8, 3, 4, 19]",26.4,17.5,22.85,3
6,[29],"[0, 3]",4.0,10.58,11.32,1
7,"[28, 24]","[5, 4, 18]",4.0,14.72,18.72,2
8,[19],"[11, 12]",2.0,5.72,7.72,1
9,"[28, 14]","[1, 4, 17]",20.7,15.28,19.28,2
10,"[28, 29]","[6, 3, 13]",12.2,26.58,26.38,2
11,[19],"[10, 13]",2.0,7.45,9.45,1
12,"[18, 19]","[4, 3, 12]",22.5,20.25,24.13,2
13,[24],"[17, 0]",16.3,20.4,17.67,1
14,"[29, 18, 24]","[9, 3, 4, 15]",26.9,17.57,23.47,3
15,"[14, 18, 29]","[19, 4, 3, 9]",24.7,20.32,26.32,3
16,"[24, 18, 29]","[17, 4, 3, 10]",13.1,18.15,24.15,3
17,"[24, 29]","[15, 0, 7]",4.2,12.47,16.47,2
18,"[28, 14]","[3, 4, 17]",18.7,8.35,12.37,2
19,"[28, 14]","[1, 4, 18]",25.0,19.38,23.38,2
20,[29],"[9, 13]",2.0,9.1,11.1,1
21,"[14, 28]","[15, 4, 5]",20.5,12.2,16.1,2
22,"[19, 18]","[13, 3, 6]",15.4,26.65,26.38,2
23,[19],"[13, 11]",2.0,5.72,7.72,1
24,"[19, 18, 14]","[11, 3, 4, 14]",15.8,22.7,28.17,2
25,[19],"[11, 13]",2.0,5.72,7.72,1
26,[19],"[10, 11]",2.0,1.95,3.95,1
27,"[24, 18]","[15, 4, 6]",21.4,12.9,16.3,2
28,[19],"[8, 10]",2.0,5.72,7.72,1
29,"[14, 28]","[16, 4, 6]",20.5,10.13,13.65,2
30,"[19, 28, 14]","[10, 3, 4, 16]",9.3,16.98,22.98,3
31,"[29, 18, 14]","[12, 3, 4, 20]",23.9,34.28,40.05,3
32,[29],"[3, 8]",2.0,4.15,6.15,1
33,[29],"[0, 9]",6.0,16.93,17.48,1
34,"[14, 28, 29]","[17, 4, 3, 9]",25.6,15.97,21.98,3
35,-,-,-,-,17.05,2
36,[14],"[0, 20]",18.8,26.25,24.0,1
37,"[14, 28, 19]","[20, 4, 3, 9]",22.0,27.05,31.0,3
38,[28],"[1, 0]",2.0,6.23,8.23,1
39,"[29, 18, 24]","[11, 3, 4, 16]",27.0,18.27,24.28,3
40,-,-,-,-,11.2,2
41,"[28, 14]","[6, 4, 18]",7.2,14.92,18.92,2
42,[28],"[5, 0]",8.0,22.32,16.82,1
43,"[29, 28]","[12, 3, 2]",25.0,20.13,24.13,2
44,"[14, 18]","[19, 4, 5]",9.8,16.78,18.95,2
45,[24],"[14, 18]",11.8,17.0,17.98,1
46,"[19, 18, 14]","[13, 3, 4, 16]",10.5,23.98,29.87,3
47,"[28, 29]","[2, 3, 12]",8.3,20.13,24.13,2
48,"[18, 19]","[4, 3, 7]",21.7,10.58,14.6,2
49,"[18, 24]","[5, 4, 17]",16.2,10.6,14.62,2
50,"[18, 14]","[6, 4, 19]",4.0,15.15,19.15,2
51,-,-,-,-,18.87,1
52,[24],"[4, 16]",2.0,3.73,5.73,1
53,"[24, 28]","[16, 4, 2]",20.5,10.65,14.65,2
54,-,-,-,-,29.47,2
55,[29],"[11, 10]",2.0,1.95,3.95,1
56,[29],"[13, 7]",6.5,24.37,25.35,1
57,"[29, 28]","[9, 3, 6]",8.0,17.48,17.33,2
58,"[24, 18, 29]","[19, 4, 3, 11]",26.7,25.1,29.78,3
59,"[28, 14]","[5, 4, 19]",4.0,14.95,18.95,2
60,[28],"[5, 2]",6.0,12.63,9.83,1
61,"[14, 28, 19]","[18, 4, 3, 8]",12.0,16.62,22.62,3
62,[19],"[13, 9]",2.0,9.1,11.1,1
63,"[28, 14]","[2, 4, 16]",11.3,10.65,14.65,2
64,[29],"[8, 0]",2.0,12.48,14.48,1
65,[19],"[13, 8]",2.0,12.53,14.53,1
66,"[28, 19]","[4, 3, 11]",14.9,14.53,18.55,2
67,"[29, 28]","[10, 3, 2]",4.0,13.25,17.25,2
68,"[14, 18]","[15, 4, 5]",12.2,12.1,16.1,2
69,"[14, 28]","[15, 4, 1]",10.3,16.77,19.23,2
