number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:46:17,[],[]
2,11,08:00:00,08:02:00,['12'],[]
3,9,08:05:48,08:07:48,[],['12']
4,13,08:19:48,08:21:48,"['10', '20']",[]
5,12,08:28:31,08:30:31,[],['10']
6,11,08:35:29,08:52:00,['40'],[]
7,4,09:02:48,09:04:48,[],"['20', '40']"
8,10,09:10:43,09:22:00,['35'],[]
9,9,09:27:55,09:29:55,[],['35']
10,4,09:41:44,10:08:46,['28'],[]
11,10,10:14:41,10:17:14,[],['28']
12,11,10:22:46,10:24:46,"['46', '33']",[]
13,10,10:30:18,10:32:18,[],['46']
14,8,10:42:37,10:44:37,[],['33']
15,9,10:55:23,11:24:38,['50'],[]
16,13,11:36:38,11:38:38,[],['50']
17,9,11:50:38,11:52:38,['0'],[]
18,12,11:58:28,12:00:28,[],['0']
19,4,12:16:14,12:18:14,['62'],[]
20,10,12:24:09,12:26:09,['37'],['62']
21,12,12:36:28,12:44:28,['32'],['37']
22,4,13:00:14,13:02:14,['54'],['32']
23,10,13:08:09,13:14:05,['52'],['54']
24,4,13:20:00,13:22:00,"['1', '5']",['52']
25,11,13:32:48,13:34:48,[],['1']
26,14,13:45:53,13:48:09,['53'],['5']
27,0,13:56:05,14:15:12,"['8', '64']",['53']
28,9,14:34:40,14:55:27,[],['8']
29,8,15:06:13,19:00:00,[],['64']
