number,stop ID,arrival time,departure time,pick up users,drop of users
1,15,07:00:00,08:16:34,[],[]
2,2,08:27:59,08:30:00,['46'],[]
3,1,08:35:32,08:50:00,['70'],[]
4,0,08:56:11,09:39:56,"['12', '17']","['46', '70']"
5,3,09:56:46,09:58:47,[],['17']
6,4,10:08:00,10:40:00,['2'],['12']
7,3,10:49:13,11:00:00,['67'],[]
8,1,11:11:04,11:20:00,['5'],['67']
9,0,11:26:11,12:00:00,['76'],"['2', '5']"
10,4,12:25:59,12:49:54,"['11', '62', '54']",['76']
11,3,12:59:07,13:01:07,[],['11']
12,2,13:06:39,13:08:40,['77'],['62']
13,0,13:20:05,14:14:56,['19'],"['77', '54']"
14,2,14:26:21,14:28:21,['55'],[]
15,4,14:43:07,14:53:29,[],"['55', '19']"
16,2,15:08:15,15:20:00,['52'],[]
17,1,15:25:32,15:27:32,[],['52']
18,2,15:33:04,16:15:00,['48'],[]
19,3,16:20:32,16:35:50,[],['48']
20,15,16:52:40,19:00:00,[],[]
