number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,08:01:29,[],[]
2,12,08:17:59,08:20:00,['37'],[]
3,10,08:30:19,08:32:19,[],['37']
4,12,08:42:38,08:49:06,['14'],[]
5,0,09:02:56,09:04:57,"['46', '70']",['14']
6,13,09:16:06,09:18:07,[],"['46', '70']"
7,14,09:21:48,09:30:00,['17'],[]
8,0,09:37:56,09:39:56,[],['17']
9,14,09:47:52,09:55:00,['66'],[]
10,4,10:16:32,10:18:32,[],['66']
11,8,10:31:27,10:40:00,"['49', '27', '71']",[]
12,9,10:50:45,11:06:11,['15'],['71']
13,12,11:12:01,11:14:02,[],['27']
14,0,11:27:52,11:30:03,['5'],"['49', '15']"
15,14,11:37:59,11:40:00,['38'],[]
16,13,11:43:41,11:45:41,[],['5']
17,9,11:57:40,11:59:41,[],['38']
18,12,12:05:31,12:14:38,['11'],[]
19,4,12:30:24,12:32:24,['10'],['11']
20,9,12:44:13,12:46:15,[],['10']
21,8,12:57:00,13:10:07,['63'],[]
22,9,13:20:52,13:40:00,['74'],[]
23,12,13:45:50,13:47:50,['58'],['63']
24,13,13:54:33,13:56:33,[],['58']
25,14,14:00:14,14:05:00,['19'],[]
26,0,14:12:56,15:30:00,['39'],"['19', '74']"
27,13,15:41:09,15:43:46,"['35', '53']",[]
28,4,16:06:14,16:08:14,['29'],"['35', '39']"
29,10,16:14:08,16:16:09,[],['53']
30,9,16:22:03,16:37:54,['18'],['29']
31,14,16:50:27,16:52:27,[],['18']
32,16,17:15:36,19:00:00,[],[]
